0,2016.10.13 10:46,7月23日，北京八达岭野生动物园发生老虎伤人事故致一死一伤。32岁游客赵女士在东北虎园下车时，被老虎拖走受伤，其母周女士下车追女儿时遭老虎撕咬死亡。昨日，伤者赵女士讲述事发经过时称，自己因为坐车晕车，下车去往驾驶室被咬伤，并非因为吵架。昨天晚上，赵女士接受京华时报记者电话采访时回忆，事发当天早上，她开着 车去给车做了保养，并且一路开车到八达岭野生动物园，加上路上堵车，自己非常累。于是，进入动物园后，就让爱人开车，但由于爱人开车不熟练，并且当时正处 于上坡地段，自己有点晕车。赵女士说，由于自己开车不晕坐车晕，所以提出要开车，便下车去往驾驶室。在走到驾驶室时，赵女士听到了 巡逻车按喇叭的声音，但来不及了，老虎已经扑过来了。对于为何会在东北虎园下车，赵女士回应说，东北虎园的构造非常混乱，容易给人一种错觉。在看到“禁止下车”警示牌的地方自己并没有下车，而是到了允许下车的休息区才下的车。赵女士告诉记者，自己受伤确实很严重，但并不像网上说的那样下巴被咬掉，“我的腰部、面部、脊椎、牙齿等多部位受伤，右脸有一道20多厘米长的疤痕，面部 神 经受损，牙齿掉了两颗，咀嚼功能受到影响。”赵女士称，目前的医学治疗已经结束，之后右下颌部分有钢板要取出，还需进行一些康复性、整容性的后期治疗，毕 竟自己还这么年轻。赵女士称，“事发当时就应该发声。但是我们充分相信了当地的政府。爱人单位领导和地方政府也一再协调。他们采取迂回战术，这可能是危机公关的手段吧。等调查报告出来之后，动物园就有恃无恐了。动物园说仍在与我们商谈，那是天大的谎言。”对于网上的言论，赵女士称：这是诬陷。任何人都有判断失误的时候，我自己肯定有责任，但我不认同网民的“不作死不会死”这一说法。事发当晚，延庆的朋友圈都在疯传我的消息。看到资料被扒，挺无语的。事发后，赵女士的父亲一直在和动物园的协商。赵先生表示，8月29日，在和八达岭野生动物园协商时，园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。对于伤者赵女士，家属一方提出定损150余万，己方承担20%至30%的责任，动物园承担70%至80%的责任；但动物园只认可74.5万，不同意家属提出的精神损 失费和后期治疗费用赔偿。赵先生表示，截至目前，动物园一方也没有给出明确的答复，双方也未达成一致意见。昨天晚上，记者联系到八达岭野生动物园负责宣传的曹先生。对于家属指称的动物园没有及时采取有效救援措施一事，曹先生表示，根据视频显示，巡逻车当时就是过去救援的，事情已经很清楚了，不需要再做出解释。曹先生称，动物园会依据政府结论办事，政府的调查报告非常详细清楚，动物园没有责任，也就不存在赔偿的问题，如果有赔偿的话，也仅仅是出于道义上的。目前， 动物园仍在和家属沟通，但还没有结论，对于事情的进展和双方协商的问题，曹先生表示不方便透露。此外，曹先生说，东北虎园目前仍未开放，具体开放时间还不确定。[“我们要求的只是一个公道，一个澄清事实的机会。”]10月14日，八达岭野生动物园老虎袭人事件受伤者赵女士，接受了澎湃新闻的采访。在谈及事故的赔偿问题时，她表示，“人已经去世了，他就算是赔偿一个亿也好，或者怎么样也好。对于我们来说一条鲜活的生命没有了。受伤的人也是很难恢复以前的那种模样了。所以我们要求的只是一个公道，一个澄清事实的机会。”不过赵女士也表示说自己并非没有责任。她认为，自己的责任在于，一是对周围环境的误判，包括下车的一种草率。事情过去已经有将近3个月时间，赵女士在回忆起事发当时的场景依然十分清晰。她回忆说，那天因为车子走走停停，自己有点晕车。于是，就打算和爱人交换座位，自己来开车。当时，赵女士是一直走到了主驾驶位置之后，后面一辆小红车按了喇叭。但是那个时候老虎就已经向她扑过来了，已经为时已晚了。她说：“大家第一时间看到的就是我下了车，然后救援车辆它又第一时间出现了。但是后面的事情就没有了。”“我爱人也不停地敲打救援车的门。但是他们回应的方式就是，这种情况我们没法救，遇到这种情况我们也不敢下车。”事故消息在网上曝出后，也引发了网上诸多的讨论，更有网友对赵女士恶言相向。对此，赵女士表示，母亲去世的伤痛要大过对于舆论的关心。她认为，最后还是要用事实，用法律最终的判决来证明这些事情。
1,1月13日 09:36 ,小鬼我是一片云809,,只怪自已没吧，嫁武松多好。 
13537,2016-10-13 12:01 ,泽畔东篱yi,,自作孽不可活 
13538,2016-10-13 12:01 ,禾火秋光,,真有脸 
13539,2016-10-13 12:01 ,Kitty喵喵喵钰,,不要脸还想讹诈动物园，自己要下车的，作 
13540,2016-10-13 12:01 ,little呆2016,,出事了就是人家的责任，到处都有标志禁止下车，自己不遵守出了事又来让别人赔偿，标语后面是不是还要加一句，瞎子禁止入内，看不到吗 
13541,2016-10-13 12:01 ,涼洧,,这理由真够。。。你停好车。。车里不能直接换位置吗 
13542,2016-10-13 12:00 ,HeyJude-one,,晕车换到驾驶室就不晕了么？自己傻叉还怪动物园构造混乱？你以为是你家啊！ 
13543,2016-10-13 12:00 ,卷毛毛儿YANG,,要真是换座位她和她老公难道不是该一起开车门下车们 还能让她在门外自己抠驾驶室的门儿？？？ 要脸不要啊我天呐 说她点什么好 
13544,2016-10-13 12:00 ,莫问前路待见初心,,蠢货 真的有脸 自己不破坏规矩怎么会出事 
13545,2016-10-13 12:00 ,leah嗯嗯,,在动物园里你是去看赛车呢吧？还晕车？？还能不能要点B脸了 
13546,2016-10-13 12:00 ,羊羊羊莹,,扯淡，车子开的那么慢还会晕车，再说晕车不正好坐副驾驶的座位？ 
13547,2016-10-13 12:00 ,胖崽er,,晕车的时候换个位置就不晕了？？tm当我没晕过车啊？ 
13548,2016-10-13 12:00 ,安娜Anna-wang,,老虎说蓝瘦，香菇！ 
13549,2016-10-13 12:00 ,一筒5467,hai我也是醉了,应该把你和她这种人捆上参观动物园 
13550,2016-10-13 12:00 ,汉堡包订餐热线,,这女的不是去世了吗？？？？ 
13551,2016-10-13 12:00 ,草深不见鹿,,晕车还开车晕车走的比正常人还好？ 
13552,2016-10-13 12:00 ,Miss__绚,,规则还是安分遵循为好！ 
13553,2016-10-13 12:00 ,Lonely与枳,大笨笨56,估计你也是那种人，犯错了还去不要脸求赔偿。 
13554,2016-10-13 12:00 ,叫我如何爱上一个,,进了动物园就晕车23333 
13555,2016-10-13 12:00 ,宇宙里的飞船,ChanManwah,绝对是看到园方一分都不赔，她就想出一些法子来让园方赔 
13556,2016-10-13 12:00 ,咩树吖,,老虎杀了她妈，而她就是杀她妈的主犯！真不要脸的东西！ 
13557,2016-10-13 12:00 ,我是朱家大小姐,宇宙里的飞船,给自己找了一个完美的借口。哎。不知道咋想的 
13558,2016-10-13 12:00 ,金刚_芭比biu,,真是不要脸，你他妈的自己作死还怪别人，真是报应，活该被老虎咬死！还他妈的害得人家老虎没有了自由！我他妈的真心祝愿你全家都被老虎咬死…不要逼脸了真是，就那样的速度还晕车？那你去骑自行车多好晕机了你就得下飞机么？真不知道这些钱你花的心安理得吗 
13559,2016-10-13 12:00 ,情深意重0622,,自己的妈妈为此失去了性命 还不能换回她的理性思维 还去责怪别人 自己应该忏悔内疚一辈子的 
13560,2016-10-13 12:00 ,占卜师_玄清子,桔梗花已开,你没看见？呵呵哒 
13561,2016-10-13 12:00 ,章鱼嗨,,脸毁了就真的不要脸了 
13562,2016-10-13 12:00 ,春阑暖风,,你理由才多哟你 
13563,2016-10-13 12:00 ,严延98,,有点意思啊 
13564,2016-10-13 12:00 ,土狗记得,,事情过了，去世一位，你还活着，那就好好活着～ 
13565,2016-10-13 12:00 ,见易思千er,,换个位置你就不晕了？？？给大家一个解释……我很不懂啊！ 
13566,2016-10-13 12:00 ,hduxhxhh,,自己没脑子当大家也傻？ 
13567,2016-10-13 12:00 ,小菜团子儿,,自己妈都因为你死了还想用你妈骗钱你也挺厉害 
13568,2016-10-13 12:00 ,大大大大大肌,,所以说遇到这种人就很无奈 
13569,2016-10-13 12:00 ,如影随形_33252,,还有晕车换地方就有用？换副驾就有用，还是说你要在猛兽区散会步找死？ 
13570,2016-10-13 12:00 ,蛋蛋痛痛痛,,记得前段时间中国游客在美国出车祸遇难，就因没在STOP前停车，几人遇难不说反而还得赔偿别人修车费！同理这件事也是因不守规矩而导致的，所以没得必要赔偿的，甚至园方还应该索赔损失。 
13571,2016-10-13 12:00 ,小兔子bunnyss,,车说，怪我咯 
13572,2016-10-13 12:00 ,赏敏悦镐,,关键词不在下车的原因好吗？晕死好受还是被咬好受？就是想找到一个为自己连累母亲死亡开脱的借口！愧疚心理需要一个发泄的出口！ 
13573,2016-10-13 12:00 ,昙花现后i,,找老虎要钱去 
13574,2016-10-13 12:00 ,鲲太大一锅煮不下,,在不该下车的地方下车就是你的错 
13575,2016-10-13 12:00 ,罗云熙的小仙侍,,老虎脸皮太厚，塞牙 
13576,2016-10-13 12:00 ,零阿怪,林隆隆啊, 
13577,2016-10-13 11:59 ,000尼尼000,,最适合她的一个词贱人！ 
13578,2016-10-13 11:59 ,停用此号11111,Cafei,但是有时候作为人就要对自己的行为负责，不然规矩定了干嘛，警告牌放着干嘛，不是说大家无情，是因为都是成年人只要要为自己的行为负责，她受伤母亲去世确实值得同情，但不是同情她的行为，两者要分开，她也可以告没人拦她，但大家支持她就等于认同这种行为了 
13579,2016-10-13 11:59 ,hhh小路,,是不是你自杀我没拦着你所以我也要有责任阿？ 
13580,2016-10-13 11:59 ,哇呜呜619,,我说不是他老公开车吗？她晕车，她要跟她老公换位置，晕车还开车？？？理由还是挺屌的？ 
13581,2016-10-13 11:59 ,孤独王者11096,,评论内容我和朋友都在做，请放心咨询。 O网页链接 
13582,2016-10-13 11:59 ,宋茜的老婆-,,有智商的 就算动物园没有写禁止下车 都不会下车 嫌命长！ 
13583,2016-10-13 11:59 ,贴贴贴贴贴贴贴贴酱,鱼香鸡丝yuxiangji, @淙曳 @洗垃圾桶的腿子卡 
13584,2016-10-13 11:59 ,桔梗花已开,蝴蝶旅人,并没有发现评论有任何一个人认可她晕车下车的说法，何来大家都 
13585,2016-10-13 11:59 ,Rokey小墨子,,靠！自己的过失还 
13586,2016-10-13 11:59 ,在等一个没伞的女孩,,救援车很快就来了的啊 
13587,2016-10-13 11:59 ,巧姐她很忙,,懂了，因为晕车，要跟老公换位置自己驾驶是这个意思吗？ 
13588,2016-10-13 11:59 ,瑶曹琪茵,hai我也是醉了,拿自己母亲的死去碰瓷，够不要脸了 
13589,2016-10-13 11:59 ,朵拉112,,说了不让下车 ！是不是瞎啊！ 
13590,2016-10-13 11:59 ,李biubiubiu,,自己作死还要怨别人抢救不力，你怎么不上天 
13591,2016-10-13 11:59 ,是迪玛希千般宠爱的姑娘啊,叹当年,哈哈哈哈哈哈哈哈 
13592,2016-10-13 11:59 ,妮子韩blue,,这种人活该被老虎咬，应该咬死，活着还不如三岁小孩，这么大的人，一点生活常识都没有，自己作，把亲妈都害死了，不知道悔恨内疚，还有脸向动物园要求赔偿，死在钱眼里了？你家是有多穷？以命换钱是吧？一看就是嚣张跋扈自以为是自私自利任性妄为的人。老虎咬你就是代替月亮消灭你的 
13593,2016-10-13 11:59 ,吟游诗人xxu,飞上天喽,晕车的人开车就不晕了，这很牛 
13594,2016-10-13 11:59 ,生肉siren,,晕车？那你就在副驾驶座上好好待着啊  还要换到驾驶座上？好吧，可能有些人自己亲自开车就不会感觉那么晕，但在动物园看动物你老公又能开的多快？就算真的晕！不知道危险区不能下车？就不能忍忍？没看到警示牌是瞎？说动物园救援不力，监控视频我们都看过呢，那救援速度已经算不错了好吧！真是害人害己 
13595,2016-10-13 11:59 ,小珠_60919,,晕车还自驾游，你干脆就不要去嘛 
13596,2016-10-13 11:59 ,文宝宝小垚垚,叹当年,哈哈哈，评论最服你！地球不晕，哈 
13597,2016-10-13 11:59 ,麻利麻利贝贝哄哄,,告知单要当面给你念一遍再签吗？你不识字还是没常识啊？ 
13598,2016-10-13 11:59 ,球球49932,,自己要为自己的所作所为负责！ 
13599,2016-10-13 11:59 ,见易思千er,,进园前不是知道不该下车吗？不是有协议吗？为什么到了失去亲人、自己重伤的地步还不知道错在哪呢？ 
13600,2016-10-13 11:59 ,阿罗修斯,,无知无脑进园，无视管理规定，没有安全意识，害的亲离己伤，居然有脸索赔，呵呵呵呵呵呵。 
13601,2016-10-13 11:59 ,奶油蛋糕巧克力慕斯奶酪卷,,老虎一脸懵逼啊 
13602,2016-10-13 11:59 ,ShilohWoo,兔宝爱虎宝,排除女主说谎的前提 如果女主没说谎的话 "晕车"还是比较好理解的 也是极有可能的 你看新闻内容里有提到 他老公开车不熟练 早上早早开车去保养 园区结构混乱 之类的 （其它内容我就不做评价了） 
13603,2016-10-13 11:59 ,Fdriving,,自己贱还怪别人  上诉吧 就看后续会不会闹笑话 
13604,2016-10-13 11:59 ,路子野_YFang,,什么玩意？晕车所以要换座位开车？这个理由我给零分 
13605,2016-10-13 11:59 ,月圆允变狼扑在,,你妈妈要是知道你为了要钱撒这种谎她会开心吗？ 
13606,2016-10-13 11:59 ,镜中人HL,,就算是真晕车也不能下车啊，这点意识作为成年人应该有的吧！！！ 
13607,2016-10-13 11:59 ,ChanManwah,,好恶心，怎么都是你自己主动下车的啊，什么理由都是你的责任。 
13608,2016-10-13 11:59 ,nn小吃货娜,,全程不要钱  真实可靠 ¡评论配图 
13609,2016-10-13 11:59 ,宋茜的老婆-,,还想驾驶员下车用命救你？？？ 
13610,2016-10-13 11:59 ,金小阮,nino_zhou,这女的脑子有包，晕车了还想换到驾驶位去开车，什么烂借口 
13611,2016-10-13 11:59 ,球球49932,,你也是够了。还敢要索赔 
13612,2016-10-13 11:59 ,ogino_,,活该被咬 
13613,2016-10-13 11:59 ,静爷-吉祥,,晕车？换位子就不晕了？ 
13614,2016-10-13 11:59 ,上帝的智士,,坐车晕车，开车不晕，这个现实生活中很常见，动物园里，观赏动物不停的启动停车，油门踩的狠也有可能，但是，一般来说晕车的是坐在后排的，而且即使晕车也不会造成意识不清，没有分辨能力，因此在那个时候你是完全行为能力，你的理由无效 
13615,2016-10-13 11:59 ,yU小嗳,,自作孽还要人家赔钱 你要不要脸 
13616,2016-10-13 11:59 ,Haruka_晞,,索赔吧，你不仁，我不义，动物园因为这脑残逼女造成闭园期间的经济损失麻烦这逼女也赔偿一下。自己脑残死了妈留了疤，你有理？？ 
13617,2016-10-13 11:59 ,冬天野,,晕车怎么还要坐主驾驶座？ 
13618,2016-10-13 11:59 ,王仲樨,,晕车换座位后你还能开车嘛， 
13619,2016-10-13 11:59 ,柚皮柚子,,我没去过动物园，去过这个动物园的可不可以说一下，里面结构混乱咩 
13620,2016-10-13 11:59 ,红色法拉夏利,,晕车还换位置开车？开车不晕了？你在动物园开多少迈？别丢人了行不行。 
13621,2016-10-13 11:59 ,宇宙里的飞船,我是朱家大小姐,退一万步说，就算是晕车，难道不会开到安全区域停车?动物园里没有指示牌和提醒么？全家那么脑残? 
13622,2016-10-13 11:59 ,今天要变欧洲人,,要点脸不 
13623,2016-10-13 11:59 ,-洁-洁-,,晕车… 
13624,2016-10-13 11:59 ,qahdnv,,自从这事出来，从你嘴里说出来的理由已经听过好几种了，脸呢 
13625,2016-10-13 11:59 ,一个想吃遍世界无敌甜点的萌少女,,你可以开窗。你为何开门！ 
13626,2016-10-13 11:59 ,希路达帝,,你妈因为你的蠢笨死了，我要是你别说要钱应该羞愧的一头撞死 
13627,2016-10-13 11:59 ,霂雪上的晨星,HaJiWon_W,第一晕车的人都是坐副驾驶。第二你晕车你跟司机换位置？当初死的应该是你，而不是你妈！眼里只有钱不如死了 
13628,2016-10-13 11:59 ,一千个芭乐,,赔你妹 
13629,2016-10-13 11:58 ,我胸好小啊,,动物园真的好冤。真的。 
13630,2016-10-13 11:58 ,SUN_饼饼,,晕车吃点屎就可以缓解，下车干嘛？还200多万？脸被咬出伤疤就准备不要脸了？ 
13631,2016-10-13 11:58 ,次掉大虾,,晕车就可以下来哦？你咋不晕针当时直接下病床不治了？ 
13632,2016-10-13 11:58 ,回忆专用小四月,小呀么小西西,也许当时老虎晕人，所以要赶紧吃掉免得晕死 
13633,2016-10-13 11:58 ,恐龙不三雄,,活该被咬 
13634,2016-10-13 11:58 ,-晨宝儿-,,我的家境很普通❤️爸妈也不容易❤️这么大了也不想依靠父母❤️上班之余❤️我一边从事一份小副业❤️通过努力❤️我过上了自己想要的生活❤️不用在羡慕别人了❤️如果你也想和我一样任性❤️那来我头像看看❤️你不会有损失❤️ 
13635,2016-10-13 11:58 ,生下来6斤多,,我本人坐车也会晕车，但是自己开车不晕，其实很多司机都是这样的。不过女事主你用自己身体恶意向野生动物投喂这个事，是不是该接受园方罚款呢。犯规就是犯规，别找理由，你认为那不是合同，连看都不看就签字？你不看是你自己活该，那要是卖身契呢？当然，哪个瞎眼的会让你签卖身契真是嫌自己活的太长了 
13636,2016-10-13 11:58 ,大笨笨56,戀旧時,贱男 
13637,2016-10-13 11:58 ,抹茶味儿的小油条,,每个人都有不遵守规则的理由， 世界早就乱了，杀人还有理由呢！ 
13638,2016-10-13 11:58 ,金小阮,M明明是我啊,对，多少年，我们虎哥认蹲 
13639,2016-10-13 11:58 ,你是温暖逆光而行,Cafei,人总是要为自己的任性付出代价，却还想让别人为你买单吗？更何况是个成年人了还是个孩子的妈妈，难道还可以肆意妄为嘛？老虎表示很委屈 
13640,2016-10-13 11:58 ,唯一的妮妮妮子,,任何理由都不能作为你在虎园下车的理由！大家都是成年人啦，既然做错事情，就该为自己的无知买单！而你的无知导致自己的妈妈死亡，这个单也要自己买！所以不管怎么说，如果动物园给你钱啦，那就是出于道义，如果不给，也是正常的！舆论再厉害也不会支持你的！相信法律会给大家一个满意的答复！ 
13641,2016-10-13 11:58 ,lastFridayNight,程万里06,一看这女的就想拿老妈子的死敲一笔 哪里还有道德 
13642,2016-10-13 11:58 ,努力努力再努力XXUAN,,看到大家都在骂她我就放心了⋯⋯看到新闻我不是一个人在激动⋯⋯ 
13643,2016-10-13 11:58 ,油腻的猪猪精,,园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。--就因为你头晕下车，动物园承担全部责任 
13644,2016-10-13 11:58 ,小葵_不忘初心,,脸呢 
13645,2016-10-13 11:58 ,哎呦喂你快别扯淡了-,,鸟大了什么林子都有 
13646,2016-10-13 11:58 ,于我而言可爱的她yao,,什么错觉？是把老虎看成猫咪的错觉？有点常识也知道不能下车啊。。。成年人应该为自己的行为负责。 
13647,2016-10-13 11:58 ,一颗大薯条,,exm?脸都不要了，还在意疤干嘛 
13648,2016-10-13 11:58 ,猿隆萍,,晕车你还特自驾游到王的地盘，找茬的现象非常明显啊 
13649,2016-10-13 11:58 ,遇你很晚,,本来还能同情你下  现在只想说三个字、不要脸 
13650,2016-10-13 11:58 ,000耳环不是大家看法报告,,我想说，别狡辩了！自己岀了事故别忘别人身上泼脏水 
13651,2016-10-13 11:58 ,宗介哈哈哈,,成年人应该为自己的行为负责吧？ 
13652,2016-10-13 11:58 ,占卜师_玄清子,,一虎做事一虎当！找老虎要钱去！ 
13653,2016-10-13 11:58 ,木金北,,你他么晕车就差那一会么 傻逼 说谎也得让别人信啊 
13654,2016-10-13 11:58 ,十点睡觉-,,怎么死的不是你 无耻 
13655,2016-10-13 11:58 ,花语77,少女壁纸剧场,不遵守规则不成方圆 
13656,2016-10-13 11:58 ,__小J傑西卡,,願你媽媽在天之靈可以換回妳那一點點de人性...RIP🙏🏼🙏🏼🙏🏼 老虎沒有自主能力，難道人也沒有嗎？那你還能稱之為人麼？ 
13657,2016-10-13 11:58 ,瑶曹琪茵,,mdzz，用晕车解释找死，有病 
13658,2016-10-13 11:58 ,就要用奈奈,,要脸不，我就问你你要脸不 
13659,2016-10-13 11:58 ,ANS_JHD,,生活中充满危险的地方很多，因为自己的愚蠢而不是其他人的疏漏造成伤害，还好意思腆着脸坑别人。动物园没告你妨碍正常运营，就已经不错了！如果在厕所淹死，还要告马桶设计不合理吗？可笑 
13660,2016-10-13 11:58 ,农民老陕,,自己不小心，找什么理由都没用。 
13661,2016-10-13 11:58 ,花园虎,,作孽作得把自己母亲都害死了啊！不仅不反思不忏悔，还编出荒唐可笑的理由来索赔 
13662,2016-10-13 11:58 ,猫林居士2012,yuezzzzzZi,不能这么比，小学生是未成年人。这位32岁的老阿姨难道也是👶？ 
13663,2016-10-13 11:58 ,陆晓萱,,园方跟他们索要停业损失费和老虎精神损失费，这么作死还要赔给她钱，以后有人效仿碰瓷怎么整？害死自己妈，也有脸再现身，这人血馒头还喂得饱你吗？ 
13664,2016-10-13 11:58 ,反韩狗,,一毛钱都别想 
13665,2016-10-13 11:58 ,粉丝都移除了别关注我,,别赔 这种人就不能惯 不吃次大亏还不知道改呢 
13666,2016-10-13 11:58 ,沉沦的七夜,,自己找死，还要赔偿，真是个不要脸的玩意，不看看是在什么地方，晕车就随意下车，改天做飞机也晕，是不是也要把飞机舱门打开透透气，无耻至极，对方这种奇葩垃圾就应该走法律程序，给些人道赔偿就算不错了，否则带坏社会风气，以后谁都不守规矩，反正出事也有高额赔偿 
13667,2016-10-13 11:57 ,筱亚915,,没脸没皮 还好意思要钱？晕车还要换座位？为什么不换在后座 要换在司机的位置上！这种人 真是活该被老虎咬了 老天真是开眼 
13668,2016-10-13 11:57 ,MCAT_525,,居然还活着？！ 
13669,2016-10-13 11:57 ,迟暮Wy,,拉倒吧 我们前年去的时候根本不会开的太快好吗。看动物来了怎么可能快开 都是慢悠悠的开怎么可能晕车😂😂 
13670,2016-10-13 11:57 ,麋鹿秋秋,,好像有个歌是什么 “山下的女人是老虎，遇见了千万要躲开”可怜的老虎就是没能躲开。 
13671,2016-10-13 11:57 ,一只专业的小强,,作为成年人，完全没有责任感 
13672,2016-10-13 11:57 ,火火想是LePetitPrince的狐狸,,你说你老公晕车都比说你晕车让人信一点啊，晕车特地换去开车？都被老虎咬了，这智商怎么还没去充值啊？ 
13673,2016-10-13 11:57 ,反韩狗,,你这死女的自己作，还要别人陪，自己妈妈都赔掉了草泥马 
13674,2016-10-13 11:57 ,Wota卡,,一分钱都不给，死的咋不是你？ 
13675,2016-10-13 11:57 ,一路有福aaa,,老虎表示蓝瘦、香菇 
13676,2016-10-13 11:57 ,lastFridayNight,hai我也是醉了,此园区本身为野生动物园 购票前 参观中肯定有警告提示不准下车 游客也一定签署了相关条例 然而最后自己不遵守规则造成伤害却赖到园方安全措施不周 谁给判？ 
13677,2016-10-13 11:57 ,苏沐秋的老公,,换座位就不晕车了？感情你晕的不是车，是座椅？ 
13678,2016-10-13 11:57 ,皇桃冠头,,动物园的车开的慢的跟走路一样你告诉我你晕车？？excuse me?这算碰瓷吧…… 
13679,2016-10-13 11:57 ,会飞的nemo,,真应该咬死你个王八蛋，不要脸到极点 
13680,2016-10-13 11:57 ,心似Lemon,,换位就不晕车？？？？ 
13681,2016-10-13 11:57 ,ZiTi琪琪,,不要为自己的错误找借口 
13682,2016-10-13 11:57 ,回忆专用小四月,天蝎心语,而且我就不信那么多人，其他人不晕车？？其他人怎么不下车的？还是没规矩，或者不把规矩放心里，现在出事了再无理取闹甩开锅，这就是大多数中国人。拜托你们管管把，国名素质不提高国家怎么往前走@最高人民法院 @央视新闻 
13683,2016-10-13 11:57 ,劫数人生,,看到评论都在骂我就放心了 
13684,2016-10-13 11:57 ,-易洋-,,表示园方没责任 是你背死 活该 可怜了你的母亲 就不该去救你的  
13685,2016-10-13 11:57 ,MissMermaind,,哈哈哈哈哈哈真是不要脸了妈都被你害死了还想讹200万呢？你再晕个呗，上届老虎不行啊没把你咬死 
