0,2016-10-16 20:41,【张大伟回国投案自首，为什么追逃爱劝返？】近日，犯罪嫌疑人张大伟回国投案自首。在打击贪官外逃方面,我国主要依靠引渡、遣返、劝返等措施。从实践可看出，许多外逃人员已通过劝返的方式回国接受法律的审判和制裁。什么是劝返？为什么追逃爱劝返？
17081,2016-10-16 21:01 ,MissCindyLJ,森senY, 
17082,2016-10-16 21:01 ,M鹿xplore7M,大张伟, 
17083,2016-10-16 21:01 ,好的某某某,,以为是大张伟 
17084,2016-10-16 21:01 ,不行了他超可爱啊,,我他妈以为大张伟 心想 这货犯啥事了？ 
17085,2016-10-16 21:01 ,逆光而行syj,,原来大家都一样，不止我一人看成大张伟 
17086,2016-10-16 21:01 ,Hey梁发发,,哈哈哈我以为大张伟 
17087,2016-10-16 21:01 ,Lynn_女亭,,我看成大张伟了！！！！！吓得老娘 
17088,2016-10-16 21:01 ,-皮皮的皮卡丘-,,看成大张伟，吓死我了 
17089,2016-10-16 21:01 ,麻麻优惠卷,,看成大张伟的估计不止我一个人 
17090,2016-10-16 21:01 ,颖子Lee_,,看评论都是说一不小心看成大张伟就放心了 原来不止我一个人花眼 
17091,2016-10-16 21:01 ,少年阿漫,,不要搞事情啊，我就是看成了大张伟才点进来看的，我的小心脏啊，吓坏我了 
17092,2016-10-16 21:01 ,傳奇的羅傑,,大张伟无缘无故被出事了 
17093,2016-10-16 21:01 ,喵啾o3o,,以为大张伟 
17094,2016-10-16 21:01 ,旺仔小豆儿,,还纳闷儿大张伟犯啥事儿了 
17095,2016-10-16 21:01 ,网易小喵喵0907,,看成大张伟，我想大张伟犯啥事了 
17096,2016-10-16 21:01 ,阿喵幻想家,,吓我一跳，一眼大张伟 
17097,2016-10-16 21:01 ,舒中自有颜如玉_,,我看成了大张伟，还差点开始感叹世事难料 
17098,2016-10-16 21:01 ,摄影师梦小北,,《春光乍泻》每个成功男人的背后，都有一个女人。每个不成功男人的背后，都有两个。 
17099,2016-10-16 21:01 ,chvvang,,卧槽 是只有我看成大张伟了么 
17100,2016-10-16 21:01 ,男得A有爱,,就算名字看成大张伟，但歌手大张伟也不是当官的啊，人家在国内。 
17101,2016-10-16 21:01 ,依云修修,,以为大张伟 
17102,2016-10-16 21:01 ,鸢飞落雪elm,,第一眼看成了大张伟， 
17103,2016-10-16 21:01 ,糯米剁椒鱼丸丶,,我把看成张大伟的赞一遍 
17104,2016-10-16 21:01 ,HYT_ccc,,我第一眼看成了大张伟 
17105,2016-10-16 21:01 ,流年丿箬即伱箬离,,对不起，大张伟，看成是你了。 
17106,2016-10-16 21:01 ,小野妹子爱碎觉,,只有我第一眼看成了大张伟吗？ 
17107,2016-10-16 21:01 ,蛋挞挞挞蛋,,我以为大张伟😂 
17108,2016-10-16 21:01 ,可爱如我请你善待,,看成大张伟的比是我一个吧 
17109,2016-10-16 21:01 ,king哥儿,,真的第一眼看成大张伟 
17110,2016-10-16 21:01 ,琪Kim,,第一眼看成大张伟，不是只有我一个人吧 
17111,2016-10-16 21:01 ,喵大璐啊,,原来不只是我一个人看成大张伟 
17112,2016-10-16 21:01 ,哩个哩个leng,,看了半天都是大张伟一看图不对才看清楚 
17113,2016-10-16 21:01 ,就是靖靖,,还以为大张伟 
17114,2016-10-16 21:01 ,难遇,,看成大张伟什么鬼 
17115,2016-10-16 21:01 ,s1x-xx,,我以为大张伟咋了 
17116,2016-10-16 21:01 ,葉贰叁,,看成了大张伟，吓我一跳 
17117,2016-10-16 21:01 ,一可er,,我第一眼看成大张伟了 
17118,2016-10-16 21:01 ,D嬣N,,哈哈哈哈哈，都看成了大张伟 
17119,2016-10-16 21:01 ,洋仔洋仔小洋仔,,看成大张伟 
17120,2016-10-16 21:01 ,二二二琳baby,,看成了大张伟 
17121,2016-10-16 21:01 ,4A4Alath_ij,,妈的看成大张伟 
17122,2016-10-16 21:01 ,Lierwoo,,吓尿我，我以为大张伟 
17123,2016-10-16 21:01 ,Aliyadb,,看了几遍以为是大张伟 
17124,2016-10-16 21:01 ,信小呆5号,,哈哈全是看成大张伟 
17125,2016-10-16 21:01 ,小傻崩,大张伟, ，我心说你不一直在国内 
17126,2016-10-16 21:01 ,C-Shu2hen,,看成大张伟 
17127,2016-10-16 21:01 ,迷妹日迹,,妈的，我以为大张伟 
17128,2016-10-16 21:01 ,关于相濡以沫,,我就是来看评论的 
17129,2016-10-16 21:01 ,烟女子cc,,吓屎了，看成了大张伟😵😵😵 
17130,2016-10-16 21:01 ,Shairlh,,为啥我总看成大张伟 
17131,2016-10-16 21:01 ,屋顶上那只猫,,看成大张伟，妈呀吓死我了 
17132,2016-10-16 21:01 ,栖北木,水露008,同样看成大张伟 
17133,2016-10-16 21:01 ,linyuner666,,原来都一样。。。 
17134,2016-10-16 21:01 ,一个小仙女啊ss,,吓死人。 
17135,2016-10-16 21:01 ,安和桥没有桥,,难道就只有我一个人把张大伟看成大张伟？ 
17136,2016-10-16 21:00 ,Alice豆叶,,第一眼看成大张伟，以为他也吸毒了 
17137,2016-10-16 21:01 ,一直超凶,,我还以为大张伟。。。。 
17138,2016-10-16 21:00 ,漾阳咩喽耳,,靠，搞得我已经大张伟犯什么事了 
17139,2016-10-16 21:00 ,王小括弧,,🙄就说么大张伟咋了。。。吓死 
17140,2016-10-16 21:00 ,-饼干要有夹心,,看成大张伟的赞我 
17141,2016-10-16 21:00 ,大脸黄黄酱,,第一眼看成大张伟😂 
17142,2016-10-16 21:00 ,这个杀手有点冷x,,大张伟 
17143,2016-10-16 21:00 ,木子uuudb,,原来不是大张伟，我看错了 
17144,2016-10-16 21:00 ,冉然sbaby,,看成了大张伟.... 
17145,2016-10-16 21:00 ,我超爱你s,,我以为大张伟犯什么事了。 
17146,2016-10-16 21:00 ,桃桃桃桃桃桃子1015,,看成了大张伟 
17147,2016-10-16 21:00 ,Wang姑娘-,,我看成了张国伟 
17148,2016-10-16 21:00 ,我叫-李大爽,,哈哈，大概都是看成大张伟才点进来的吧，大老师你躺枪了 
17149,2016-10-16 21:00 ,寿寿LN,,我把他们当一人 
17150,2016-10-16 21:00 ,小悦悦是个二傻子,,看成大张伟 
17151,2016-10-16 21:00 ,一只Zzzzzzzz,,看成了大张伟🙈 
17152,2016-10-16 21:00 ,小李然885,,眼睛不好使的我看成了大张伟 
17153,2016-10-16 21:00 ,BA___OOO,,吓死我 我还以为是大张伟 
17154,2016-10-16 21:00 ,麻烦請丟掉,,我看错了，看成大张伟 
17155,2016-10-16 21:00 ,Surivvvvv_,,吓死了 咋一看以为大张伟 
17156,2016-10-16 21:00 ,singsing的马甲,,看成大张伟 
17157,2016-10-16 21:00 ,微微一笑好想哭,,我以为我一个人看成大张伟，结果评论里的都是大张伟 
17158,2016-10-16 21:00 ,嘎嘣儿脆iii,,我看成大张伟 靠 
17159,2016-10-16 21:00 ,小鱿鱼姑娘,,卧槽，，吓死宝宝了，，整天倍儿爽的大张伟怎么会这样 
17160,2016-10-16 21:00 ,璐柒柒柒柒柒,,张大伟。。我以为是大张伟第一时间点进来了。。。 
17161,2016-10-16 21:00 ,美少女阿花,,看成大张伟的举手 
17162,2016-10-16 21:00 ,大脸猫爱吃鱼2626,,以为大张伟，才点进来 
17163,2016-10-16 21:00 ,麻医生爱打麻将,,尼玛，看成大张伟了 
17164,2016-10-16 21:00 ,威震天l,,先保证活命就回来 
17165,2016-10-16 21:00 ,rueifbury,,看成大张伟 沃日 
17166,2016-10-16 21:00 ,琪琪琪Mike,,看成大张伟的举手 
17167,2016-10-16 21:00 ,污妖王_怪蜀黍,,看成大张伟的好多啊，我还以为就我呢。 
17168,2016-10-16 21:00 ,TANGLU-LUCKY,,全都是看成大张伟的进  估计热搜也是这么来的 
17169,2016-10-16 21:00 ,August_cci,,吓死宝宝了！！看成大张伟了！ 
17170,2016-10-16 21:00 ,H沐笺熙,,我第一眼看成了大张伟，吓我一跳！ 
17171,2016-10-16 21:00 ,WcookieW,,我以为大张伟犯事了 
17172,2016-10-16 21:00 ,名字真是难到我了,,看评论才明白不是 
17173,2016-10-16 21:00 ,你的RomeO,,看半天原来不是大张伟 
17174,2016-10-16 21:00 ,我啵永远在一起,,以为是大张伟 
17175,2016-10-16 21:00 ,Jessica--8023,张国伟_国家伟大, 吓死我了，我以为国伟哥哥犯什么事了，原来是自己看错了 
17176,2016-10-16 21:00 ,番茄炒蛋_Lynnn,,大老师万福金安 
17177,2016-10-16 21:00 ,jenny伦伦,,点开图我才知道，哦，不是大张伟 
17178,2016-10-16 21:00 ,婷婷-蝴颜乱羽,,吓死我，以为大张伟 
17179,2016-10-16 21:00 ,苑凤凤x,,看成大张伟了，什么鬼 
17180,2016-10-16 21:00 ,张曈ZT,,看成大张伟 
17181,2016-10-16 20:59 ,x白白白白白,,我TM看成了大张伟 
17182,2016-10-16 20:59 ,一安娜小朋友,,第一眼看成了大张伟 
17183,2016-10-16 20:59 ,myron517,,看陈大张伟的真多 
17184,2016-10-16 20:59 ,aTZ一一,,我也以为大张伟 
17185,2016-10-16 20:59 ,微微家的小公举,,我第一眼看成大张伟，相信不止我一个 
17186,2016-10-16 20:59 ,哈么想好叫什么,,吓我一跳，看成了大张伟！ 
17187,2016-10-16 20:59 ,爱尚你的baby鹿,,看错了 
17188,2016-10-16 20:59 ,江都富婆,,cnm，吓我一跳，我以为大张伟 
17189,2016-10-16 20:59 ,王小楚丶,,我看成大张伟…………… 
17190,2016-10-16 20:59 ,你今天吃了几顿饭,絮旭最愛晗涵涵, 
17191,2016-10-16 20:59 ,不冰的冰鲜奶,,看成大张伟了 
17192,2016-10-16 20:59 ,萝莉Eve奶糖,,猛的一看是大张伟  吓得我赶紧点开看他干啥事了 
17193,2016-10-16 20:59 ,薛小狐狸爱吃鸡,,吓死宝宝了，还以为是大张伟 
17194,2016-10-16 20:59 ,不改初心lhj,,以为大张伟。。。 
17195,2016-10-16 20:59 ,名字真是难到我了,,额😓看成大张伟了 
17196,2016-10-16 20:59 ,小星眼啊,爱搞事的boy嘻嘻嘻, 评论 
17197,2016-10-16 20:59 ,念来过反要字名的我错没,,先看成张国伟，后来看成大张伟…… 
17198,2016-10-16 20:59 ,源源不断的涌上凯心和玺悦,,吓死吓死，看成大张伟😭😭😭 
17199,2016-10-16 20:59 ,司命大人人,,我还纳闷大张伟犯啥事了 
17200,2016-10-16 20:59 ,智障宝宝欢乐多又多,,大老师躺枪了。。。 
17201,2016-10-16 20:59 ,易烊千玺的粉丝emmm,,吓得我以为是大张伟 
17202,2016-10-16 20:59 ,KJ-FIY,,翻了评论居然没一个人在乎新闻，而是在讨论大张伟 
17203,2016-10-16 20:59 ,山生_有杏,,第一眼看成了大张伟😂 
17204,2016-10-16 20:59 ,_trubo_cai,,我竟看成了大张伟 
17205,2016-10-16 20:59 ,时间过得好快啊啊啊,,看成大张伟，心想他犯什么法了 
17206,2016-10-16 20:59 ,叔叔家的猫y,,妈的看成了大张伟。。。。 
17207,2016-10-16 20:59 ,SongforSep__,,第一眼以为是大老师… 
17208,2016-10-16 20:59 ,奶茶的毒奶1773043290,,😂不止我一人看成了大张伟 
17209,2016-10-16 20:59 ,小丸子在修行,,我以为是大张伟 
17210,2016-10-16 20:59 ,H-S-Jlovely,,靠…我以为是大张伟……… 
17211,2016-10-16 20:59 ,不吃香菜给你吃,,大张伟一脸问号 
17212,2016-10-16 20:59 ,lxlxlx1125,,我还以为大张伟咋了…… 
17213,2016-10-16 20:59 ,没有卤的卤鸡蛋,,我看成了大张伟 
17214,2016-10-16 20:59 ,微微一笑好想哭,,我以为大张伟 
17215,2016-10-16 20:59 ,鱼翅想炒饭,大张伟, 我以为是大张伟 
17216,2016-10-16 20:59 ,-少女--,,今天的陈冬、看成陈学冬、 张大伟、看成大张伟 
17217,2016-10-16 20:59 ,各种形状的糕糕,,看来不止我一人看成大张伟 
17218,2016-10-16 20:59 ,叫个什么名字好__,,吓我一跳，就说今天还看他的节目呢， 
17219,2016-10-16 20:59 ,fool啦啦啦,,看成大张伟的不止我一个吧！！！ 
17220,2016-10-16 20:59 ,孔孔孔-雪琪,,大张伟😂 
17221,2016-10-16 20:59 ,Miss小瑾,,以为大张伟 
17222,2016-10-16 20:59 ,宥宥死了啊,,多少人以为是大张伟? 
17223,2016-10-16 20:59 ,单岛_,,我还以为大张伟 
17224,2016-10-16 20:59 ,第三岸珊安,,原来不止我一个人看成大张伟 
17225,2016-10-16 20:59 ,Christa凤儿,,看出大张伟的只有我一个人吗 
17226,2016-10-16 20:59 ,小灯CQueen,,我也是大张伟 
17227,2016-10-16 20:59 ,最红色的你,,第一眼以为大张伟 ！吓到 
17228,2016-10-16 20:59 ,Huang_Hong-V,,我晕，居然看成大张伟 
17229,2016-10-16 20:59 ,A今天真好看,,不是看成大张伟我不会进来的 
17230,2016-10-16 20:59 ,曹大大爱魏哥哥,,直到看内容前一直以为是大张伟 
17231,2016-10-16 20:59 ,张小虎大王,,我是进来看有好多人跟我一样看成了大张伟… 
17232,2016-10-16 20:59 ,X_本本是帅比,,看着大张伟了 
17233,2016-10-16 20:59 ,旅行的使者,,我以为大张伟犯了啥事儿？ 
17234,2016-10-16 20:59 ,齐梓伊975,,看错的举手 
17235,2016-10-16 20:59 ,JJ一抹微笑,,看成大张伟了 
17236,2016-10-16 20:59 ,是李婷吖,,我以为大张伟😂 
17237,2016-10-16 20:59 ,伱来咬我啊,,我还以为是大张伟怎么了 
17238,2016-10-16 20:59 ,-LAN酱,,看错大张伟 
17239,2016-10-16 20:59 ,我的2拯救世界,,不是我一个人看成大张伟 
17240,2016-10-16 20:59 ,Autumn大大秋,,我艹，看成大张伟我还看了好几眼名字 
17241,2016-10-16 20:59 ,vvvvvxh,,看成大张伟了😂😂😂😂 
17242,2016-10-16 20:59 ,我刚才好像又被你迷住了,,我靠 我也以为大张伟 
17243,2016-10-16 20:59 ,董不懂董小姐,,看成了大张伟 
17244,2016-10-16 20:58 ,城与澄与橙z,,卧槽，看成大张伟 
17245,2016-10-16 20:58 ,intama_,,我特么以为大张伟干嘛了心脏一抖 
17246,2016-10-16 20:58 ,毁我黄小雨,,我也看成了大张伟 
17247,2016-10-16 20:58 ,佛前一粟,,大张伟……我还在想大张伟怎么了 
17248,2016-10-16 20:58 ,木有鱼丸木有叶,,还以为大张伟怎么了 
17249,2016-10-16 20:58 ,残梦断孤城,,就说呢，大张伟不是在国内呢嘛 
17250,2016-10-16 20:58 ,伯明翰啦啦啦,大张伟, 
17251,2016-10-16 20:58 ,芯肓,,我还有大张伟呢 
17252,2016-10-16 20:58 ,一只想吃猫的鱼fish,,第一眼看成大张伟 
17253,2016-10-16 20:58 ,叽咕和叽咕,,乍一看，以为大张伟呢 
17254,2016-10-16 20:58 ,哈哈胡思山姆叔叔,,看标题之后心里os遣返是啥 大张伟为什么要被遣返 大张伟做什么了 
17255,2016-10-16 20:58 ,原味少女訫,,我竟然看成了大张伟 
17256,2016-10-16 20:58 ,你吃藕吗丶,,我也以为是大张伟 
17257,2016-10-16 20:58 ,-少女--,,mad看成大张伟、还想说前一阵大张伟也没咋滴啊 
17258,2016-10-16 20:58 ,修米修米修米啊,,我以为大老师出事了 
17259,2016-10-16 20:58 ,陳s素,,原来不是我一个人看错 
17260,2016-10-16 20:58 ,尢厘_,,看成大张伟.当时就懵逼了  这是搞事情啊  
17261,2016-10-16 20:58 ,一个饼饼小朋友,,看成大张伟哈哈哈哈 
17262,2016-10-16 20:58 ,真拽,,我也看成大张伟。。 
17263,2016-10-16 20:58 ,Violet-ke,,看成大张伟了 
17264,2016-10-16 20:58 ,很快就清醒1,,点进来想看看大老师咋了 
17265,2016-10-16 20:58 ,yigekukudemingzi,,哈哈，看成大张伟了 
17266,2016-10-16 20:58 ,嗨吃火锅吗,,我在想大张伟投案自首干什么了？ 
17267,2016-10-16 20:58 ,夜空中最闪亮的星90,,第一眼看成了大张伟 
17268,2016-10-16 20:58 ,美秀MMDSHOW腿脚美图,,我就想知道有没有人，没看成大张伟得 
17269,2016-10-16 20:58 ,wu_小夏,,一不小心看成大张伟 
17270,2016-10-16 20:58 ,WOOTON5,,我也看成了大张伟 
17271,2016-10-16 20:58 ,白白大白白小白白,,妈的，我看成大张伟 
17272,2016-10-16 20:58 ,姓梁名折腾-,,我以为是大张伟 还在想他不会是因为那首歌逃出国又回来了吧😂 
17273,2016-10-16 20:58 ,M你的名字丶我的心事M,,吓我一跳，看成了大张伟，哎妈，吓死了 
17274,2016-10-16 20:58 ,心若移动如果联通,,第一眼看成大张伟 
17275,2016-10-16 20:58 ,MoM新星,,第一反应大张伟 
17276,2016-10-16 20:58 ,更名中请等待,,大张伟啥时候跑的？ 
17277,2016-10-16 20:58 ,黄文煜的一米六o,,看成大张伟。。我瞎了 
17278,2016-10-16 20:58 ,高琪kk,,看成大张伟啦 [崩溃][崩溃][崩溃] 
17279,2016-10-16 20:58 ,手机用户20150201,,我居然看成了大张伟 
17280,2016-10-16 20:58 ,老糊涂神经,,看成了大张伟， 
17281,2016-10-16 20:58 ,负能量爆棚的废废废仙女,,看成大张伟进来了…… 
17282,2016-10-16 20:58 ,北门小巷,,大张伟怎么了？ 
17283,2016-10-16 20:58 ,大海啊全是水sope,,我以为大张伟怎么了，赶紧来看看 
17284,2016-10-16 20:58 ,deepdeeplee,,吓死我。我以为大张伟咋的啦。 
17285,2016-10-16 20:58 ,来一桶猫,,看成大张伟 
17286,2016-10-16 20:58 ,时光脉搏里终年不遇的交错,晨曦里来阳光里去-3-,第一眼真的看成大张伟了 
17287,2016-10-16 20:58 ,Crystal_羊羊羊,Crystal_洋儿小洋儿,大张伟    ！！！！！！      ！！！！  真的不止我一个人！ 
17288,2016-10-16 20:58 ,小胖墩啊哟嘿,,大张伟。。。吓我一跳。看错了 
17289,2016-10-16 20:58 ,亚麻再唱LoveSong前不改名,,我第一反应是大张伟 
17290,2016-10-16 20:58 ,透明理我,,靠，我眼睛花了😂 
17291,2016-10-16 20:58 ,幸事丧事,,看成大张伟吓死我了 
17292,2016-10-16 20:58 ,喜欢安定也不怕漂泊,张国伟_国家伟大, 
17293,2016-10-16 20:58 ,ccwkkw,,天哪吓我一跳以为大张伟 
17294,2016-10-16 20:58 ,遗失的丶美好95256,,有都少瞎子看成大张伟 
17295,2016-10-16 20:58 ,EIGHTHOURS_,,吓死我了 以为是大张伟 
17296,2016-10-16 20:58 ,老李家的小李童鞋,,我以为大张伟吸毒了 
17297,2016-10-16 20:57 ,黄狗非狗QAQ,,我以为大张伟 
17298,2016-10-16 20:57 ,超过九个姐,,大张伟 
17299,2016-10-16 20:57 ,大摩尔,,卧槽，看成大张伟了！ 
17300,2016-10-16 20:57 ,今天是你妈,,吓死宝宝了 看到最后都以为是大张伟 
17301,2016-10-16 20:57 ,贤贤阿姨,,原来不止我一个人看成大张伟了。 我真的是看到大张伟才点进来的 
17302,2016-10-16 20:57 ,爱吃火锅爱喝酒_,,我还以为大老师犯了什么事 
17303,2016-10-16 20:57 ,假装杀手,,还以为大张伟？？？？？？？？？ 
17304,2016-10-16 20:57 ,Xinnn丶,,我看了两遍都是大张伟 
17305,2016-10-16 20:57 ,奈何写满离殇,,看成大张伟了……… 
17306,2016-10-16 20:57 ,央央grace,,乍一看还以为大张伟，吓一跳。 
17307,2016-10-16 20:57 ,草莓味奶Xi,,看成大张伟的赞我 
17308,2016-10-16 20:57 ,P-Neverland,,吓死我！我以为大张伟 
17309,2016-10-16 20:57 ,LTT_MIC,,看成大张伟的肯定不止我一个 
17310,2016-10-16 20:57 ,用户可能是个橘子,,吓死我了 
17311,2016-10-16 20:57 ,困困不想起床i,,吓死我了看成大张伟了！ 
17312,2016-10-16 20:57 ,叁拾柒丶度,,看成大张伟   
17313,2016-10-16 20:57 ,酱肘子z,,以为是大张伟 立马点进来看  
17314,2016-10-16 20:57 ,我要冰橙汁儿,,靠 以为我大老师出什么事儿了呢 
17315,2016-10-16 20:57 ,改个微博名字让你们找不到我,,我以为大张伟 
17316,2016-10-16 20:57 ,花心大草莓,,第一眼 以为大张伟 
17317,2016-10-16 20:57 ,波多野结群,张国伟_国家伟大,  
17318,2016-10-16 20:57 ,乔乔Chyau,,第一眼看以为是大张伟老师😅 
17319,2016-10-16 20:57 ,被夜熬死的少女,,第一眼看成了大张伟 
17320,2016-10-16 20:57 ,喜欢小狼狗,,我以为大张伟 
17321,2016-10-16 20:57 ,超级可爱的白菜君,两万零根号四,看清楚标题 
17322,2016-10-16 20:57 ,姝姝不是珠珠,,大张伟。。。。 
17323,2016-10-16 20:57 ,珉珉xm,,大张伟😂😂😂 
17324,2016-10-16 20:57 ,爱梅球王的小渣渣,,真的看成大张伟了 
17325,2016-10-16 20:57 ,学旅艰辛,大张伟, 
17326,2016-10-16 20:57 ,优优丫雅,,我看成了大张伟 吓我一跳 
17327,2016-10-16 20:57 ,丫頭minbao,吓一跳, 
17328,2016-10-16 20:57 ,YUN何祝你,,大张伟怎么了 
17329,2016-10-16 20:57 ,杨洋乐呵呵,,看成大张伟的，不是我一个☝️ 
17330,2016-10-16 20:57 ,鹿先生家的鹿由器,,看成大张伟的肯定不止我一个…… 
